Index,Total_energy(eV),Total_force(eV/Ang)
seg1_iter21_img3,-5581229.463784648,23.260482608775124
seg1_iter21_img4,-5581235.292423736,11.623089874505999
seg1_iter21_img5,-5581225.742906542,65.94917546770141
seg1_iter22_img1,-5581238.537005079,3.391786359400478
seg1_iter22_img2,-5581235.473567376,7.56382062790263
seg1_iter22_img3,-5581229.7923927,22.25452884411296
seg1_iter22_img4,-5581235.23099248,12.796071833970146
seg1_iter22_img5,-5581224.961194716,69.37703407990443
seg1_iter23_img1,-5581238.634618007,3.5688839080550165
seg1_iter23_img2,-5581235.225373092,8.194748050215093
seg1_iter23_img3,-5581230.145063778,21.137934392109898
seg1_iter23_img4,-5581235.136612566,14.069799143626115
seg1_iter23_img5,-5581224.146878633,72.76817725412435
seg1_iter24_img1,-5581238.554872454,3.7538819436767725
seg1_iter24_img2,-5581234.992274066,8.7761332361604
seg1_iter24_img3,-5581230.513984558,19.948793876267366
seg1_iter24_img4,-5581235.015571022,15.399829685125763
seg1_iter24_img5,-5581223.296223712,76.14142010828891
seg1_iter25_img1,-5581238.464734805,3.815195458729114
seg1_iter25_img2,-5581234.803455682,9.116618634639861
seg1_iter25_img3,-5581230.89186212,18.71835490630966
seg1_iter25_img4,-5581234.874649632,16.72842480754527
seg1_iter25_img5,-5581222.402138955,79.54753350477176
seg1_iter26_img1,-5581238.400233001,3.595215963813929
seg1_iter26_img2,-5581234.661597705,9.202450846237458
seg1_iter26_img3,-5581231.272535759,17.454301052006752
seg1_iter26_img4,-5581234.720893115,18.008336063276985
seg1_iter26_img5,-5581221.45434621,83.07246476858427
seg1_iter27_img1,-5581238.541389375,2.8954216160140915
seg1_iter27_img2,-5581234.536901933,9.176613541996478
seg1_iter27_img3,-5581231.651434614,16.15434427644079
seg1_iter27_img4,-5581234.5612945,19.201836887009748
seg1_iter27_img5,-5581220.439979434,86.83634496799444
seg1_iter28_img1,-5581238.482881596,2.804094018721702
seg1_iter28_img2,-5581234.810844498,8.26616312284683
seg1_iter28_img3,-5581232.025023263,14.847114765336894
seg1_iter28_img4,-5581234.402514197,20.27994256971954
seg1_iter28_img5,-5581219.344574605,90.98191691841853
seg1_iter29_img1,-5581238.435968729,3.1572605190660394
seg1_iter29_img2,-5581234.970815714,7.707282716018012
seg1_iter29_img3,-5581232.411020718,13.501188871628374
seg1_iter29_img4,-5581234.250415159,21.220651505093578
seg1_iter29_img5,-5581218.153177296,95.65533791020015
seg1_iter30_img1,-5581238.55231541,3.0637860001431254
seg1_iter30_img2,-5581234.822612595,7.629656724381255
seg1_iter30_img3,-5581232.825695897,12.303405724191986
seg1_iter30_img4,-5581234.109963415,22.01098972750173
seg1_iter30_img5,-5581216.851035097,100.97893521419724
seg1_iter31_img1,-5581238.460303953,2.9831764981539757
seg1_iter31_img2,-5581234.764291709,7.203848703178237
seg1_iter31_img3,-5581233.250898984,11.724805466312457
seg1_iter31_img4,-5581233.984939137,22.6423409712229
seg1_iter31_img5,-5581215.426165801,107.0645688821868
seg1_iter32_img1,-5581238.351846606,3.1278542227434216
seg1_iter32_img2,-5581234.696660126,7.026837317612393
seg1_iter32_img3,-5581233.646555413,11.609222117533896
seg1_iter32_img4,-5581233.87822197,23.107258468623826
seg1_iter32_img5,-5581213.868748016,114.02184620668139
seg1_iter33_img1,-5581238.294797168,3.250754058948014
seg1_iter33_img2,-5581234.575252923,7.26869612480946
seg1_iter33_img3,-5581233.991349434,11.469661348918619
seg1_iter33_img4,-5581233.792211195,23.400841982284014
seg1_iter33_img5,-5581212.172419232,121.94601769240943
seg1_iter34_img1,-5581238.433418659,2.828178578803582
seg1_iter34_img2,-5581234.486905521,7.285376453365481
seg1_iter34_img3,-5581234.325560446,11.340623777620937
seg1_iter34_img4,-5581233.729125651,23.516416702915198
seg1_iter34_img5,-5581210.334004538,130.91114069575838
seg1_iter35_img1,-5581238.414142351,2.831102841721053
seg1_iter35_img2,-5581234.780145006,5.938985474716757
seg1_iter35_img3,-5581234.636013196,10.829972148665902
seg1_iter35_img4,-5581233.690151481,23.45613127296377
seg1_iter35_img5,-5581208.35334058,140.92033258335613
seg1_iter36_img1,-5581238.476055937,2.646314333086032
seg1_iter36_img2,-5581234.965870132,5.950458672808477
seg1_iter36_img3,-5581234.939185572,9.839804283550876
seg1_iter36_img4,-5581233.674036101,23.241815943588527
seg1_iter36_img5,-5581206.232692133,151.8857042784167
seg1_iter37_img1,-5581238.563295476,2.570467840868858
seg1_iter37_img2,-5581234.874867658,5.161534491841737
seg1_iter37_img3,-5581235.221595632,9.149625641957883
seg1_iter37_img4,-5581233.679212797,22.896876880386408
seg1_iter37_img5,-5581203.976654977,163.65288218226337
seg1_iter38_img1,-5581238.46974051,2.5862213050523355
seg1_iter38_img2,-5581234.748348809,5.723330051423101
seg1_iter38_img3,-5581235.456221117,8.977823197226213
seg1_iter38_img4,-5581233.708813785,22.412112228783705
seg1_iter38_img5,-5581201.592423107,176.02515493366445
seg1_iter39_img1,-5581238.360746102,2.9923476938925964
seg1_iter39_img2,-5581234.605063207,6.298936587597372
seg1_iter39_img3,-5581235.622682584,9.283032435236738
seg1_iter39_img4,-5581233.768628935,21.74938433947696
seg1_iter39_img5,-5581199.090785929,188.79158528611885
seg1_iter40_img1,-5581238.468263655,2.6551268116664093
seg1_iter40_img2,-5581234.44262229,6.794933944343954
seg1_iter40_img3,-5581235.732193661,9.770592992158855
seg1_iter40_img4,-5581233.859964551,20.892743094975604
seg1_iter40_img5,-5581196.478767869,201.79425006935315
seg1_iter41_img1,-5581238.385001443,2.906455165342986
seg1_iter41_img2,-5581234.658121925,5.926098905622192
seg1_iter41_img3,-5581235.813094201,10.297357236954914
seg1_iter41_img4,-5581233.981050809,19.85447286521794
seg1_iter41_img5,-5581193.761775886,214.91134150823095
seg1_iter42_img1,-5581238.506696601,2.438422000391718
seg1_iter42_img2,-5581234.621928715,5.956194126042368
seg1_iter42_img3,-5581235.906836296,10.519229854843863
seg1_iter42_img4,-5581234.129985389,18.66751754347288
seg1_iter42_img5,-5581190.948314266,228.04946604917473
seg1_iter43_img1,-5581238.414341009,2.6539955641676984
seg1_iter43_img2,-5581234.822373347,5.142859671122407
seg1_iter43_img3,-5581236.019703743,10.439007445077447
seg1_iter43_img4,-5581234.305429099,17.399790857559122
seg1_iter43_img5,-5581188.048750767,241.13903815131238
seg1_iter44_img1,-5581238.331008632,2.888135765431139
seg1_iter44_img2,-5581234.764424668,5.337520546623957
seg1_iter44_img3,-5581236.187590676,9.676231783588461
seg1_iter44_img4,-5581234.504842781,16.117920062345792
seg1_iter44_img5,-5581185.073821479,254.12122724487745
seg1_iter45_img1,-5581238.45797772,2.413330182632547
seg1_iter45_img2,-5581234.639751185,5.912379027359505
seg1_iter45_img3,-5581236.380756998,8.443581732233067
seg1_iter45_img4,-5581234.723121557,14.980621329834918
seg1_iter45_img5,-5581182.03505349,266.9334403777563
seg1_iter46_img1,-5581238.369220415,2.7393190820734343
seg1_iter46_img2,-5581234.590179427,6.154709403320285
seg1_iter46_img3,-5581236.542402575,7.488061789279265
seg1_iter46_img4,-5581234.950711751,14.11218379820587
seg1_iter46_img5,-5581178.946920887,279.5040202929275
seg1_iter47_img1,-5581238.258821688,3.108275172643763
seg1_iter47_img2,-5581234.718036748,5.429277725825028
seg1_iter47_img3,-5581236.660018205,7.502609629093494
seg1_iter47_img4,-5581235.171619496,13.160941679170351
seg1_iter47_img5,-5581175.82476817,291.791254527403
seg1_iter48_img1,-5581238.31185092,2.7088422801416763
seg1_iter48_img2,-5581234.831553112,4.592416861577529
seg1_iter48_img3,-5581236.75755847,7.520290272014598
seg1_iter48_img4,-5581235.365689807,12.289235318357822
seg1_iter48_img5,-5581172.674708043,303.8546992039537
seg1_iter49_img1,-5581238.4100287,2.6346495966910597
seg1_iter49_img2,-5581234.948359755,4.347956156160187
seg1_iter49_img3,-5581236.845256248,7.432229746089764
seg1_iter49_img4,-5581235.518255745,11.682086694634407
seg1_iter49_img5,-5581169.4951961,315.66134597848935
seg1_iter50_img1,-5581238.321518258,2.7137214284455924
seg1_iter50_img2,-5581235.038545139,5.566732764353193
seg1_iter50_img3,-5581236.918605941,7.845335940575315
seg1_iter50_img4,-5581235.623562071,11.479059563242265
seg1_iter50_img5,-5581166.310738332,327.26579571034443
seg1_iter51_img1,-5581238.346803647,2.5866274115894687
seg1_iter51_img2,-5581235.070680404,5.411037718979104
seg1_iter51_img3,-5581236.929836843,8.725337577482282
seg1_iter51_img4,-5581235.693458417,11.770212366683282
seg1_iter51_img5,-5581163.152206034,338.9677535227278
seg1_iter52_img1,-5581238.444990927,2.4371830875367957
seg1_iter52_img2,-5581235.16426759,4.8948303072087285
seg1_iter52_img3,-5581236.984531261,9.274967929379223
seg1_iter52_img4,-5581236.984531261,9.274967929379223
seg2_iter1_img1,-5581238.444990927,2.4371830875367957
seg2_iter1_img2,-5581235.16426759,4.894828668532392
seg2_iter1_img3,-5581236.984531261,9.274967929379223
seg2_iter1_img4,-5581235.754174192,12.009481005112704
seg2_iter1_img5,-5581160.067995251,350.7001170036389
seg2_iter2_img1,-5581238.435176593,2.4346098301272843
seg2_iter2_img2,-5581235.183292969,4.880745282570306
seg2_iter2_img3,-5581237.013201579,9.068575884328865
seg2_iter2_img4,-5581235.775673564,11.839045708425372
seg2_iter2_img5,-5581160.93894476,338.91374108406626
seg2_iter3_img1,-5581238.417223448,2.444647957101347
seg2_iter3_img2,-5581235.213737357,4.893136195519157
seg2_iter3_img3,-5581237.063107407,8.692979187794041
seg2_iter3_img4,-5581235.810980123,11.547728019616669
seg2_iter3_img5,-5581162.024600327,326.0443540810243
seg2_iter4_img1,-5581238.395491006,2.478655508932175
seg2_iter4_img2,-5581235.245870387,4.955773139270138
seg2_iter4_img3,-5581237.123321159,8.205160726619681
seg2_iter4_img4,-5581235.847941365,11.209179508541927
seg2_iter4_img5,-5581163.354903382,311.76764745577515
seg2_iter5_img1,-5581238.376880637,2.5236777745510173
seg2_iter5_img2,-5581235.27417375,4.916131679883971
seg2_iter5_img3,-5581237.184944639,7.651773071027259
seg2_iter5_img4,-5581235.864850332,10.953946713500391
seg2_iter5_img5,-5581164.905625804,296.1193475347218
seg2_iter6_img1,-5581238.368328367,2.5493179113485094
seg2_iter6_img2,-5581235.296530755,4.609428483003637
seg2_iter6_img3,-5581237.243932527,7.058851034673332
seg2_iter6_img4,-5581235.827124882,11.02520792407117
seg2_iter6_img5,-5581166.614425576,279.4362636062642
seg2_iter7_img1,-5581238.372712702,2.5369054661150545
seg2_iter7_img2,-5581235.307477373,4.037179088583792
seg2_iter7_img3,-5581237.300288588,6.433354985025106
seg2_iter7_img4,-5581235.704288735,11.759954527147373
seg2_iter7_img5,-5581168.405945605,262.2145965743495
seg2_iter8_img1,-5581238.386375665,2.4962884577844258
seg2_iter8_img2,-5581235.298206323,3.570844483087204
seg2_iter8_img3,-5581237.355519914,5.776701655908785
seg2_iter8_img4,-5581235.512091858,13.114858962221284
seg2_iter8_img5,-5581170.215694997,245.04178111096795
seg2_iter9_img1,-5581238.401986533,2.452870088707389
seg2_iter9_img2,-5581235.262680972,3.801720475615008
seg2_iter9_img3,-5581237.415001322,5.043556747676465
seg2_iter9_img4,-5581235.263655915,14.704929034784271
seg2_iter9_img5,-5581172.007563006,228.6804495777614
seg2_iter10_img1,-5581238.405211632,2.4473646085397136
seg2_iter10_img2,-5581235.212611238,4.295960014473239
seg2_iter10_img3,-5581237.469110096,4.478119671909374
seg2_iter10_img4,-5581234.975385616,16.3103362029868
seg2_iter10_img5,-5581173.775540808,214.7937577540755
seg2_iter11_img1,-5581238.379946366,2.5413724226421333
seg2_iter11_img2,-5581235.172322197,4.620326019613858
seg2_iter11_img3,-5581237.487135425,4.323644294979714
seg2_iter11_img4,-5581234.667170264,17.802319041195
seg2_iter11_img5,-5581175.535474787,203.22108891440314
seg2_iter12_img1,-5581238.318442338,2.7982394677952858
seg2_iter12_img2,-5581235.136369664,4.868346831935755
seg2_iter12_img3,-5581237.448551387,5.0099690845785885
seg2_iter12_img4,-5581234.355100563,19.114881312554928
seg2_iter12_img5,-5581177.315366723,192.32282245331646
seg2_iter13_img1,-5581238.2384656,3.1384461441342864
seg2_iter13_img2,-5581235.054704361,5.421790704209359
seg2_iter13_img3,-5581237.371566042,6.302357883764439
seg2_iter13_img4,-5581234.048677769,20.18250656826989
seg2_iter13_img5,-5581179.14507611,181.75216582912637
seg2_iter14_img1,-5581238.176036918,3.3789007586400586
seg2_iter14_img2,-5581234.906843593,6.203587455005931
seg2_iter14_img3,-5581237.287937332,7.532375293171357
seg2_iter14_img4,-5581233.749529255,20.948874012083305
seg2_iter14_img5,-5581181.047869532,171.39101766339616
seg2_iter15_img1,-5581238.138097126,3.4742358616966955
seg2_iter15_img2,-5581234.755490808,6.874091430848638
seg2_iter15_img3,-5581237.268850669,8.006082140947528
seg2_iter15_img4,-5581233.454868446,21.416512153564387
seg2_iter15_img5,-5581183.037922663,161.15582464604344
seg2_iter16_img1,-5581238.093025426,3.5405120776124543
seg2_iter16_img2,-5581234.642617863,7.2520207503733
seg2_iter16_img3,-5581237.343664508,7.41345469125257
seg2_iter16_img4,-5581233.169717642,21.585109934496387
seg2_iter16_img5,-5581185.107850681,151.0598756497845
seg2_iter17_img1,-5581238.003909012,3.695777472173919
seg2_iter17_img2,-5581234.70548527,6.617624787566442
seg2_iter17_img3,-5581237.420223032,6.536926830919441
seg2_iter17_img4,-5581232.906895882,21.443750121342294
seg2_iter17_img5,-5581187.229145422,141.24784942296705
seg2_iter18_img1,-5581237.936188365,3.7085602804866413
seg2_iter18_img2,-5581234.976239815,5.151985015703273
seg2_iter18_img3,-5581237.467239536,5.865052597929308
seg2_iter18_img4,-5581232.66559202,21.13303098284709
seg2_iter18_img5,-5581189.365609414,131.93479808588933
seg2_iter19_img1,-5581238.093277853,3.0988917055728407
seg2_iter19_img2,-5581235.075673696,4.5698655659795415
seg2_iter19_img3,-5581237.631946537,5.200372727901238
seg2_iter19_img4,-5581232.432800191,20.89899409718034
seg2_iter19_img5,-5581191.483002868,123.39190620056132
seg2_iter20_img1,-5581237.971255154,3.2443947687977137
seg2_iter20_img2,-5581235.188644923,4.474189572293906
seg2_iter20_img3,-5581237.769254206,4.956731210204653
seg2_iter20_img4,-5581232.270147106,20.45460564222966
seg2_iter20_img5,-5581193.558062817,116.68441911291862
seg2_iter21_img1,-5581238.11138198,2.8534639122796452
seg2_iter21_img2,-5581235.222588733,4.194947262928748
seg2_iter21_img3,-5581237.901064877,5.230635354681845
seg2_iter21_img4,-5581232.282259186,19.603245883284842
seg2_iter21_img5,-5581195.586004847,112.74126342899675
seg2_iter22_img1,-5581237.988441453,3.089194299262173
seg2_iter22_img2,-5581235.283920973,4.772179917848395
seg2_iter22_img3,-5581237.93020359,4.679375005663992
seg2_iter22_img4,-5581232.674813504,18.14030449193537
seg2_iter22_img5,-5581197.576771416,109.90714668062888
seg2_iter23_img1,-5581238.101921718,2.735645846576571
seg2_iter23_img2,-5581235.357908607,3.778666511178115
seg2_iter23_img3,-5581238.050159771,3.732720007951282
seg2_iter23_img4,-5581232.992968,17.175082610658222
seg2_iter23_img5,-5581199.553191984,107.51624670623175
seg2_iter24_img1,-5581237.979946173,3.15185836932444
seg2_iter24_img2,-5581235.435164304,3.3945036748614963
seg2_iter24_img3,-5581238.159858222,3.1316035330107317
seg2_iter24_img4,-5581233.004944346,16.90831815081599
seg2_iter24_img5,-5581201.543915303,104.95849685954214
seg2_iter25_img1,-5581237.843035914,3.6784017084553486
seg2_iter25_img2,-5581235.525208035,3.410570414744484
seg2_iter25_img3,-5581238.163692474,3.734403591164296
seg2_iter25_img4,-5581232.796906332,16.99138594623099
seg2_iter25_img5,-5581203.568332541,101.74699736279199
seg2_iter26_img1,-5581237.997483168,3.0775518124513352
seg2_iter26_img2,-5581235.527600538,3.9926435313835973
seg2_iter26_img3,-5581238.167923939,4.239636055612295
seg2_iter26_img4,-5581232.416866995,17.36566695732146
seg2_iter26_img5,-5581205.635372936,97.65419996910417
seg2_iter27_img1,-5581237.88201841,3.4497749673564595
seg2_iter27_img2,-5581235.653343866,3.035694060953193
seg2_iter27_img3,-5581238.173523869,4.424240799154826
seg2_iter27_img4,-5581231.933464836,17.981412999854705
seg2_iter27_img5,-5581207.749854572,92.61246795456869
seg2_iter28_img1,-5581238.026211667,3.006032975329525
seg2_iter28_img2,-5581235.666352164,3.1420586420677226
seg2_iter28_img3,-5581238.336723046,3.3801170865624752
seg2_iter28_img4,-5581231.38228645,18.786484892791638
seg2_iter28_img5,-5581209.900979641,86.67899295120992
seg2_iter29_img1,-5581237.90156473,3.3764237118000144
seg2_iter29_img2,-5581235.762253637,2.2604379411689868
seg2_iter29_img3,-5581238.355495593,3.29067046969829
seg2_iter29_img4,-5581230.927726659,19.28642861942517
seg2_iter29_img5,-5581212.070009213,80.02310696038825
seg2_iter30_img1,-5581238.029789277,2.9869883839601274
seg2_iter30_img2,-5581235.791047584,2.4049568094888425
seg2_iter30_img3,-5581238.385717298,3.2955173122952472
seg2_iter30_img4,-5581230.625947561,19.26580550828355
seg2_iter30_img5,-5581214.239192133,72.87999823835153
seg2_iter31_img1,-5581237.898445643,3.4463179322023034
seg2_iter31_img2,-5581235.865690468,2.4102959480694044
seg2_iter31_img3,-5581238.388089186,3.7089961371621176
seg2_iter31_img4,-5581230.494811515,18.692481229192403
seg2_iter31_img5,-5581216.386500178,65.45106677125467
seg2_iter32_img1,-5581237.768246254,3.974245825233728
seg2_iter32_img2,-5581235.91203797,2.703153024597038
seg2_iter32_img3,-5581238.510078718,3.577644785372864
seg2_iter32_img4,-5581230.407732996,17.980228074791768
seg2_iter32_img5,-5581218.495193529,57.90232948449717
seg2_iter33_img1,-5581237.935745705,3.31662145268567
seg2_iter33_img2,-5581235.947215048,3.2035333925998186
seg2_iter33_img3,-5581238.525875726,3.8153360679409314
seg2_iter33_img4,-5581230.490508493,16.849352670705766
seg2_iter33_img5,-5581220.518421278,50.56892565381933
seg2_iter34_img1,-5581237.849076976,3.54699406543377
seg2_iter34_img2,-5581235.989616683,2.383311291406208
seg2_iter34_img3,-5581238.485796897,4.459583898923654
seg2_iter34_img4,-5581230.524670263,15.92516317577527
seg2_iter34_img5,-5581222.396570014,43.907394612216684
seg2_iter35_img1,-5581237.997557814,3.0366097304922737
seg2_iter35_img2,-5581236.000872217,2.728329164556233
seg2_iter35_img3,-5581238.629009153,3.2814501909002
seg2_iter35_img4,-5581230.036137925,16.55771073231783
seg2_iter35_img5,-5581223.651809822,38.167718429971764
seg2_iter36_img1,-5581237.850384748,3.552698463208831
seg2_iter36_img2,-5581235.998031404,2.2174088912838577
seg2_iter36_img3,-5581238.518375612,4.263870514913197
seg2_iter36_img4,-5581230.826534253,14.769608405040838
seg2_iter36_img5,-5581225.56631148,31.79042515755002
seg2_iter37_img1,-5581237.884680307,3.427630006413161
seg2_iter37_img2,-5581236.003586712,2.165609730572426
seg2_iter37_img3,-5581238.548427991,4.001151754436726
seg2_iter37_img4,-5581230.793210865,14.787622685166708
seg2_iter37_img5,-5581225.87047527,30.667769324747177
seg2_iter38_img1,-5581237.934666988,3.24871984891846
seg2_iter38_img2,-5581236.009276272,2.203094159506581
seg2_iter38_img3,-5581238.590258271,3.6341992079227374
seg2_iter38_img4,-5581230.800479623,14.684478200053794
seg2_iter38_img5,-5581226.47115925,28.60286816212389
seg2_iter39_img1,-5581237.972495672,3.118684632287004
seg2_iter39_img2,-5581236.013213241,2.248936055225806
seg2_iter39_img3,-5581238.622302454,3.378664681942613
seg2_iter39_img4,-5581230.954098405,14.261884972838603
seg2_iter39_img5,-5581227.327626797,25.899141948826603
seg2_iter40_img1,-5581237.984563845,3.079022304842509
seg2_iter40_img2,-5581236.016680682,2.1462104721274207
seg2_iter40_img3,-5581238.639804784,3.277514362187438
seg2_iter40_img4,-5581231.256799565,13.559011514677037
seg2_iter40_img5,-5581228.312293543,22.969792103542986
seg2_iter41_img1,-5581237.972933011,3.121905494335574
seg2_iter41_img2,-5581236.016168307,2.033697037807592
seg2_iter41_img3,-5581238.649829382,3.2592097391793926
seg2_iter41_img4,-5581231.627474146,12.78105793589458
seg2_iter41_img5,-5581229.320225207,20.23126538574577
seg2_iter42_img1,-5581237.952218771,3.2031572374171557
seg2_iter42_img2,-5581236.010315379,2.1497585421109555
seg2_iter42_img3,-5581238.667940207,3.200667597720312
seg2_iter42_img4,-5581231.94163147,12.143360172892201
seg2_iter42_img5,-5581230.235223007,18.20777661738276
seg2_iter43_img1,-5581237.947978546,3.22836720735852
seg2_iter43_img2,-5581236.00949496,2.237555363228499
seg2_iter43_img3,-5581238.701338837,3.04862755545383
seg2_iter43_img4,-5581232.120555032,11.723113255186941
seg2_iter43_img5,-5581230.992709844,16.689232316936174
seg2_iter44_img1,-5581237.970228964,3.155877970369831
seg2_iter44_img2,-5581236.021405926,2.0696267527615917
seg2_iter44_img3,-5581238.744159766,3.0135828354419836
seg2_iter44_img4,-5581232.188443961,11.449041384980347
seg2_iter44_img5,-5581231.630201351,15.40010444328744
seg2_iter45_img1,-5581238.008599457,3.021518218034075
seg2_iter45_img2,-5581236.039865427,1.9157853514018925
seg2_iter45_img3,-5581238.781559156,3.0573855756329413
seg2_iter45_img4,-5581232.219356335,11.245690439973973
seg2_iter45_img5,-5581232.205517063,13.99448458422438
seg2_iter46_img1,-5581238.022000761,2.9809823798235793
seg2_iter46_img2,-5581236.051608682,1.9187397825741146
seg2_iter46_img3,-5581238.808588279,2.8527487300572822
seg2_iter46_img4,-5581232.333933244,10.941536520191622
seg2_iter46_img5,-5581232.720409756,12.493090287338571
seg2_iter47_img1,-5581237.993871257,3.1108840602261223
seg2_iter47_img2,-5581236.057389404,1.8787522214703174
seg2_iter47_img3,-5581238.805363517,3.165213386660139
seg2_iter47_img4,-5581232.49008718,10.56752382223343
seg2_iter47_img5,-5581233.15563242,12.101614222018764
seg2_iter48_img1,-5581237.963522931,3.2622181513445057
